Ensembl Gene ID	Ensembl Transcript ID	3' UTR Start	3' UTR End
FBgn0003256	FBtr0113701		
FBgn0003256	FBtr0113701	1080619	1081150
FBgn0003256	FBtr0113703		
FBgn0003256	FBtr0113703	1120751	1121107
FBgn0003256	FBtr0113700		
FBgn0003256	FBtr0113700	1120751	1121107
FBgn0025827	FBtr0087043		
FBgn0025827	FBtr0087043	16872849	16872906
FBgn0266439	FBtr0344428		
FBgn0266439	FBtr0344428	24415232	24415295
FBgn0266439	FBtr0344429	24415232	24415295
FBgn0266439	FBtr0344429		
FBgn0053138	FBtr0087732		
FBgn0053138	FBtr0087732	13174652	13174796
FBgn0053831	FBtr0091835	21482275	21482367
FBgn0043364	FBtr0310030		
FBgn0043364	FBtr0310030	476446	476986
FBgn0043364	FBtr0078083		
FBgn0043364	FBtr0078083	476446	476986
FBgn0043364	FBtr0078084	476446	476986
FBgn0040230	FBtr0075505		
FBgn0040230	FBtr0075505	15830493	15832004
FBgn0040230	FBtr0332133		
FBgn0040230	FBtr0332133	15830604	15831660
FBgn0031484	FBtr0077642		
FBgn0031484	FBtr0077642	2978354	2978500
FBgn0031484	FBtr0343781		
FBgn0031484	FBtr0343781	2978354	2978398
FBgn0033374	FBtr0088632		
FBgn0033374	FBtr0088632	9092506	9093207
FBgn0029949	FBtr0071063	7401698	7401974
FBgn0038897	FBtr0301164		
FBgn0038897	FBtr0301164	21742665	21742666
FBgn0038897	FBtr0301164	21742721	21743987
FBgn0038897	FBtr0301164	21744048	21744431
FBgn0038897	FBtr0084125		
FBgn0038897	FBtr0084125	21744360	21744431
FBgn0038519	FBtr0083503		
FBgn0038519	FBtr0083503	17545222	17545390
FBgn0015295	FBtr0087244		
FBgn0015295	FBtr0087244	16199426	16199724
FBgn0050122	FBtr0300924		
FBgn0050122	FBtr0300924	18632328	18632821
FBgn0050122	FBtr0300923		
FBgn0050122	FBtr0300923	18632328	18632821
FBgn0050122	FBtr0086660		
FBgn0050122	FBtr0086660	18632328	18632821
FBgn0266129	FBtr0330231		
FBgn0266129	FBtr0330231	25086412	25086616
FBgn0266129	FBtr0072458		
FBgn0266129	FBtr0072458	25085780	25086907
FBgn0266129	FBtr0343605		
FBgn0266129	FBtr0343605	25086412	25086907
FBgn0266129	FBtr0072457		
FBgn0266129	FBtr0072457	25085780	25086907
FBgn0266129	FBtr0100126		
FBgn0266129	FBtr0100126	25085780	25086907
FBgn0039797	FBtr0339513		
FBgn0039797	FBtr0339513	30727750	30727784
FBgn0039797	FBtr0339513	30727848	30728052
FBgn0039797	FBtr0085699		
FBgn0039797	FBtr0085699	30727750	30727997
FBgn0261090	FBtr0299848		
FBgn0261090	FBtr0299848	15014695	15016470
FBgn0261090	FBtr0299849		
FBgn0261090	FBtr0299849	15014695	15016470
FBgn0034045	FBtr0308817		
FBgn0034045	FBtr0308817	15844098	15844217
FBgn0034045	FBtr0087310		
FBgn0034045	FBtr0087310	15844098	15844217
FBgn0034045	FBtr0308818		
FBgn0034045	FBtr0308818	15842760	15844217
FBgn0033808	FBtr0087738		
FBgn0033808	FBtr0087738	13215583	13215760
FBgn0038819	FBtr0083919		
FBgn0038819	FBtr0083919	20672270	20672821
FBgn0039916	FBtr0344874		
FBgn0039916	FBtr0344874	636131	636307
FBgn0039916	FBtr0110906		
FBgn0039916	FBtr0110906	636131	636307
FBgn0039916	FBtr0089102		
FBgn0039916	FBtr0089102	639333	639580
FBgn0039916	FBtr0089102	639015	639203
FBgn0039916	FBtr0089102	636131	636618
FBgn0010551	FBtr0112863		
FBgn0010551	FBtr0112863	18821292	18821839
FBgn0010551	FBtr0112861		
FBgn0010551	FBtr0112861	18821510	18821839
FBgn0010551	FBtr0086616		
FBgn0010551	FBtr0086616	18821292	18821637
FBgn0010551	FBtr0086616	18821698	18821839
FBgn0010551	FBtr0086615		
FBgn0010551	FBtr0086615	18821292	18821839
FBgn0010551	FBtr0086614		
FBgn0010551	FBtr0086614	18821292	18821839
FBgn0010551	FBtr0112862		
FBgn0010551	FBtr0112862	18822101	18822250
FBgn0039862	FBtr0085821		
FBgn0039862	FBtr0085821	31661610	31664646
FBgn0039862	FBtr0330107		
FBgn0039862	FBtr0330107	31661631	31664646
FBgn0052423	FBtr0301599		
FBgn0052423	FBtr0301599	5162456	5162466
FBgn0052423	FBtr0301599	5160686	5161601
FBgn0052423	FBtr0077172		
FBgn0052423	FBtr0077172	5162456	5162466
FBgn0052423	FBtr0077172	5160686	5161601
FBgn0052423	FBtr0333287		
FBgn0052423	FBtr0333287	5162456	5162466
FBgn0052423	FBtr0333287	5160686	5161601
FBgn0052423	FBtr0308859		
FBgn0052423	FBtr0308859	5162456	5162466
FBgn0052423	FBtr0308859	5157908	5161601
FBgn0052423	FBtr0077173		
FBgn0052423	FBtr0077173	5160686	5161601
FBgn0052423	FBtr0077173	5162456	5162466
FBgn0052423	FBtr0077173	5161768	5161808
FBgn0052423	FBtr0333289		
FBgn0052423	FBtr0333289	5162456	5162466
FBgn0052423	FBtr0333289	5158795	5161601
FBgn0052423	FBtr0077174		
FBgn0052423	FBtr0077174	5162456	5162466
FBgn0052423	FBtr0077174	5161768	5161803
FBgn0052423	FBtr0077174	5155821	5161601
FBgn0052423	FBtr0333288		
FBgn0052423	FBtr0333288	5162456	5162466
FBgn0052423	FBtr0333288	5155821	5161601
FBgn0034281	FBtr0086801		
FBgn0034281	FBtr0086801	17861514	17861591
FBgn0266363	FBtr0344124	11834343	11834497
FBgn0266363	FBtr0344123	11834343	11834410
FBgn0050364	FBtr0339351	8359466	8361223
FBgn0050364	FBtr0088772	8361096	8361223
FBgn0004167	FBtr0300017		
FBgn0004167	FBtr0300017	3367772	3368133
FBgn0004167	FBtr0073071		
FBgn0004167	FBtr0073071	3367772	3368133
FBgn0004167	FBtr0073070		
FBgn0004167	FBtr0073070	3367772	3368133
FBgn0004167	FBtr0332057		
FBgn0004167	FBtr0332057	3367772	3368133
FBgn0004167	FBtr0332056		
FBgn0004167	FBtr0332056	3367772	3368133
FBgn0004167	FBtr0303857		
FBgn0004167	FBtr0303857	3367772	3368133
FBgn0004167	FBtr0073072		
FBgn0004167	FBtr0073072	3367772	3368133
FBgn0261704	FBtr0303201		
FBgn0261704	FBtr0303201	30418767	30419006
FBgn0261704	FBtr0344522		
FBgn0261704	FBtr0344522	30418767	30419006
FBgn0261704	FBtr0303202	30418767	30419006
FBgn0261704	FBtr0303202		
FBgn0030289	FBtr0290227		
FBgn0030289	FBtr0290227	11344506	11345266
FBgn0030289	FBtr0307491		
FBgn0030289	FBtr0307491	11344803	11345266
FBgn0085361	FBtr0112534		
FBgn0085361	FBtr0112534	20141425	20141476
FBgn0037773	FBtr0300257		
FBgn0037773	FBtr0300257	10000506	10000621
FBgn0037773	FBtr0082215		
FBgn0037773	FBtr0082215	10000573	10000621
FBgn0037773	FBtr0082215	9999771	10000368
FBgn0037773	FBtr0306611		
FBgn0037773	FBtr0306611	10000573	10000621
FBgn0037773	FBtr0306611	9999771	10000365
FBgn0041712	FBtr0072011		
FBgn0041712	FBtr0072011	23380280	23380438
FBgn0022720	FBtr0079865		
FBgn0022720	FBtr0079865	9762142	9762375
FBgn0038072	FBtr0082649		
FBgn0038072	FBtr0082649	12660497	12660860
FBgn0038072	FBtr0113225		
FBgn0038072	FBtr0113225	12660497	12660860
FBgn0261526	FBtr0301520		
FBgn0261526	FBtr0301520	4504285	4504399
FBgn0261526	FBtr0333587		
FBgn0261526	FBtr0333587	4501652	4501975
FBgn0261526	FBtr0301608		
FBgn0261526	FBtr0301608	4501652	4501975
FBgn0261526	FBtr0301517		
FBgn0261526	FBtr0301517	4504285	4504399
FBgn0261526	FBtr0333586		
FBgn0261526	FBtr0333586	4501652	4501975
FBgn0261526	FBtr0301518		
FBgn0261526	FBtr0301518	4504285	4504399
FBgn0261526	FBtr0301519		
FBgn0261526	FBtr0301519	4501652	4502352
FBgn0035686	FBtr0076996		
FBgn0030331	FBtr0112979		
FBgn0030331	FBtr0112979	11735912	11736617
FBgn0039651	FBtr0085406		
FBgn0039651	FBtr0085406	29202660	29202700
FBgn0030734	FBtr0074244		
FBgn0030734	FBtr0074244	16293853	16293895
FBgn0030734	FBtr0074242		
FBgn0030734	FBtr0074242	16293853	16293895
FBgn0030734	FBtr0074243		
FBgn0030734	FBtr0074243	16293853	16293895
FBgn0030734	FBtr0074241		
FBgn0030734	FBtr0074241	16293853	16293895
FBgn0043471	FBtr0331940	11337797	11337892
FBgn0031975	FBtr0079533		
FBgn0031975	FBtr0079533	8026773	8026898
FBgn0031975	FBtr0079534		
FBgn0031975	FBtr0079534	8026773	8026849
FBgn0033101	FBtr0086134	6757601	6757835
FBgn0030189	FBtr0071441		
FBgn0030189	FBtr0071441	10328601	10328946
FBgn0010894	FBtr0077136	5560746	5560751
FBgn0010894	FBtr0077136	5559470	5560681
FBgn0028897	FBtr0080825		
FBgn0028897	FBtr0080825	16263387	16263483
FBgn0250911	FBtr0290341		
FBgn0250911	FBtr0290341	2633744	2633809
FBgn0250911	FBtr0290341	2637068	2639553
FBgn0250911	FBtr0290341	2639615	2639872
FBgn0250911	FBtr0290341	2640026	2640271
FBgn0250911	FBtr0290341	2640337	2640516
FBgn0250911	FBtr0290341	2640578	2640926
FBgn0250911	FBtr0290341	2641012	2641984
FBgn0035993	FBtr0076504		
FBgn0035993	FBtr0076504	9440056	9440692
FBgn0040233	FBtr0091678		
FBgn0040233	FBtr0091678	11277336	11277375
FBgn0040233	FBtr0091678	11277441	11277846
FBgn0040233	FBtr0344016		
FBgn0040233	FBtr0344016	11277336	11277375
FBgn0040233	FBtr0344016	11277441	11277846
FBgn0040233	FBtr0344017		
FBgn0040233	FBtr0344017	11277336	11277375
FBgn0040233	FBtr0344017	11277441	11277846
FBgn0052174	FBtr0299819		
FBgn0052174	FBtr0299819	17428936	17429146
FBgn0052174	FBtr0075227		
FBgn0052174	FBtr0075227	17428936	17429146
FBgn0052174	FBtr0307343		
FBgn0052174	FBtr0307343	17428936	17429146
FBgn0083971	FBtr0110905		
FBgn0083971	FBtr0110905	8749206	8750432
FBgn0083971	FBtr0308891	8749206	8750432
FBgn0083971	FBtr0308891		
FBgn0083971	FBtr0330121		
FBgn0083971	FBtr0330121	8749206	8750240
FBgn0003360	FBtr0073424		
FBgn0003360	FBtr0073424	10780893	10781620
FBgn0003360	FBtr0073423		
FBgn0003360	FBtr0073423	10780993	10781620
FBgn0003360	FBtr0073422		
FBgn0003360	FBtr0073422	10780993	10781620
FBgn0003360	FBtr0346384		
FBgn0003360	FBtr0346384	10780993	10781620
FBgn0003360	FBtr0073421		
FBgn0003360	FBtr0073421	10780993	10781620
FBgn0051324	FBtr0333925		
FBgn0051324	FBtr0333925	26129615	26130674
FBgn0051324	FBtr0084985		
FBgn0051324	FBtr0084985	26129615	26130190
FBgn0051324	FBtr0333926	26129615	26130190
FBgn0051324	FBtr0333926		
FBgn0046296	FBtr0075995		
FBgn0046296	FBtr0075995	12133754	12133834
FBgn0265271	FBtr0082425	11697567	11697662
FBgn0265271	FBtr0335209	11697567	11698327
FBgn0262117	FBtr0111268		
FBgn0262117	FBtr0111268	4235779	4235866
FBgn0039461	FBtr0085064		
FBgn0039461	FBtr0085064	26880346	26880459
FBgn0262980	FBtr0306816		
FBgn0262980	FBtr0306816	4213311	4213421
FBgn0028518	FBtr0343716		
FBgn0028518	FBtr0343716	15632095	15633004
FBgn0028518	FBtr0343717		
FBgn0028518	FBtr0343717	15632095	15634987
FBgn0028518	FBtr0080755		
FBgn0028518	FBtr0080755	15632095	15632618
FBgn0031766	FBtr0079222	6036997	6037128
FBgn0052058	FBtr0076293		
FBgn0032140	FBtr0079864	9737043	9737329
FBgn0032140	FBtr0335503	9737043	9737949
FBgn0033735	FBtr0346630		
FBgn0033735	FBtr0346630	12426870	12426975
FBgn0033735	FBtr0087927		
FBgn0033735	FBtr0087927	12426870	12426975
FBgn0035865	FBtr0332135		
FBgn0035865	FBtr0332135	8290286	8290583
FBgn0035865	FBtr0076716		
FBgn0035865	FBtr0076716	8290286	8290583
FBgn0014163	FBtr0100477		
FBgn0014163	FBtr0100477	16403578	16405116
FBgn0014163	FBtr0331175		
FBgn0014163	FBtr0331175	16402796	16405116
FBgn0014163	FBtr0100478		
FBgn0014163	FBtr0100478	16402796	16405116
FBgn0014163	FBtr0075412		
FBgn0014163	FBtr0075412	16402796	16405116
FBgn0014163	FBtr0075413		
FBgn0014163	FBtr0075413	16402796	16405116
FBgn0014163	FBtr0331176		
FBgn0014163	FBtr0331176	16402796	16405116
FBgn0032178	FBtr0079938		
FBgn0032178	FBtr0079938	10063838	10063925
FBgn0027596	FBtr0303756		
FBgn0027596	FBtr0303756	14901475	14901972
FBgn0027596	FBtr0087431		
FBgn0027596	FBtr0087431	14901475	14901972
FBgn0027596	FBtr0301334		
FBgn0027596	FBtr0301334	14902203	14902362
FBgn0027596	FBtr0301334	14901475	14902140
FBgn0027596	FBtr0303758		
FBgn0027596	FBtr0303758	14901475	14901972
FBgn0027596	FBtr0087430		
FBgn0027596	FBtr0087430	14901475	14901972
FBgn0027596	FBtr0332856		
FBgn0027596	FBtr0332856	14901475	14901972
FBgn0027596	FBtr0303757		
FBgn0027596	FBtr0303757	14901475	14901972
FBgn0027596	FBtr0087429		
FBgn0027596	FBtr0087429	14901475	14901972
FBgn0027596	FBtr0112929		
FBgn0027596	FBtr0112929	14901475	14901972
FBgn0010105	FBtr0333023		
FBgn0010105	FBtr0333023	15721511	15722666
FBgn0010105	FBtr0075579		
FBgn0010105	FBtr0075579	15722328	15722666
FBgn0034279	FBtr0089557		
FBgn0034279	FBtr0089557	17767808	17767847
FBgn0261840	FBtr0303404		
FBgn0261840	FBtr0303404	21366716	21366761
FBgn0261840	FBtr0303404	21366974	21367209
FBgn0261840	FBtr0303404	21367363	21367693
FBgn0261840	FBtr0303404	21367910	21368155
FBgn0261840	FBtr0303404	21368380	21369330
FBgn0003116	FBtr0070389		
FBgn0003116	FBtr0070389	2182586	2182916
FBgn0039323	FBtr0289942		
FBgn0039323	FBtr0289942	25314494	25314668
FBgn0005658	FBtr0347001		
FBgn0005658	FBtr0347001	6122827	6123913
FBgn0005658	FBtr0273355		
FBgn0005658	FBtr0273355	6122113	6123913
FBgn0005658	FBtr0077055		
FBgn0005658	FBtr0077055	6122113	6122862
FBgn0005658	FBtr0347000		
FBgn0005658	FBtr0347000	6122614	6123913
FBgn0005658	FBtr0077054		
FBgn0005658	FBtr0077054	6122113	6123913
FBgn0037420	FBtr0302305		
FBgn0037420	FBtr0302305	6284462	6284650
FBgn0040268	FBtr0081246		
FBgn0040268	FBtr0081246	19502167	19502268
FBgn0261938	FBtr0332273		
FBgn0261938	FBtr0332273	1103254	1103690
FBgn0261938	FBtr0077989		
FBgn0261938	FBtr0077989	1103483	1103690
FBgn0033129	FBtr0089026		
FBgn0033129	FBtr0089026	7034704	7034920
FBgn0028844	FBtr0300837	14450282	14450479
FBgn0038012	FBtr0082567	12325049	12325210
FBgn0032800	FBtr0081248		
FBgn0032800	FBtr0081248	19532671	19532985
FBgn0052633	FBtr0073800		
FBgn0052633	FBtr0073800	13562817	13563359
FBgn0052633	FBtr0310431		
FBgn0052633	FBtr0310431	13562817	13562874
FBgn0040227	FBtr0089622		
FBgn0040227	FBtr0089622	23682141	23682317
FBgn0034972	FBtr0072288		
FBgn0034972	FBtr0072288	24078234	24078333
FBgn0038194	FBtr0089766		
FBgn0038194	FBtr0089766	14031427	14031483
FBgn0002577	FBtr0073555		
FBgn0002577	FBtr0073555	11768588	11769508
FBgn0051678	FBtr0290060		
FBgn0051678	FBtr0290060	20659132	20659612
FBgn0051678	FBtr0344108		
FBgn0051678	FBtr0344108	20659132	20659612
FBgn0051678	FBtr0290059		
FBgn0051678	FBtr0290059	20659132	20659612
FBgn0011300	FBtr0300599		
FBgn0011300	FBtr0300599	8960460	8962796
FBgn0011300	FBtr0088658		
FBgn0011300	FBtr0088658	8960460	8962796
FBgn0011300	FBtr0088659		
FBgn0011300	FBtr0088659	8960460	8962796
FBgn0035733	FBtr0076931		
FBgn0035733	FBtr0076931	7059906	7060331
FBgn0035733	FBtr0333376		
FBgn0035733	FBtr0333376	7058930	7060331
FBgn0032640	FBtr0080982	17474584	17474773
FBgn0032640	FBtr0305683		
FBgn0032640	FBtr0305683	17474584	17474773
FBgn0001491	FBtr0073460		
FBgn0001491	FBtr0073460	11324294	11324669
FBgn0034502	FBtr0086282	20318971	20319039
FBgn0002632	FBtr0084959	26033197	26034047
FBgn0034255	FBtr0086896	17633797	17633861
FBgn0037881	FBtr0082366		
FBgn0037881	FBtr0082366	11228158	11228240
FBgn0053897	FBtr0091901	21463913	21463957
FBgn0265835	FBtr0342671	20235275	20235345
FBgn0016013	FBtr0073278		
FBgn0016013	FBtr0073278	4072032	4072084
FBgn0034247	FBtr0086903		
FBgn0034247	FBtr0086903	17582007	17582129
FBgn0038529	FBtr0083498	17621199	17621467
FBgn0030055	FBtr0071221		
FBgn0030055	FBtr0071221	8680263	8680702
FBgn0030055	FBtr0331728		
FBgn0030055	FBtr0331728	8680263	8680912
FBgn0039020	FBtr0084322		
FBgn0039020	FBtr0084322	22746446	22746499
FBgn0086855	FBtr0300804		
FBgn0086855	FBtr0300804	274740	274946
FBgn0086855	FBtr0330650		
FBgn0086855	FBtr0330650	274740	274946
FBgn0086855	FBtr0330648		
FBgn0086855	FBtr0330648	274740	274946
FBgn0086855	FBtr0330649		
FBgn0086855	FBtr0330649	274740	274946
FBgn0261563	FBtr0302734		
FBgn0261563	FBtr0302734	14327752	14328262
FBgn0261563	FBtr0302735		
FBgn0261563	FBtr0302735	14327752	14328262
FBgn0261563	FBtr0302732		
FBgn0261563	FBtr0302732	14327752	14328262
FBgn0261563	FBtr0302731		
FBgn0261563	FBtr0302731	14327752	14328262
FBgn0261563	FBtr0302733		
FBgn0261563	FBtr0302733	14327752	14328262
FBgn0261563	FBtr0305063		
FBgn0261563	FBtr0305063	14325711	14326280
FBgn0264836	FBtr0334698	16322131	16322189
FBgn0058045	FBtr0331585		
FBgn0058045	FBtr0331585	24035790	24035859
FBgn0058045	FBtr0304740		
FBgn0058045	FBtr0304740	24035790	24035859
FBgn0058045	FBtr0111163	24035790	24035859
FBgn0058045	FBtr0111163		
FBgn0058045	FBtr0331586	24035790	24035859
FBgn0058045	FBtr0331586		
FBgn0030100	FBtr0071306		
FBgn0030100	FBtr0071306	9194736	9195333
FBgn0037636	FBtr0334660		
FBgn0037636	FBtr0334660	8814685	8817862
FBgn0037636	FBtr0081932		
FBgn0037636	FBtr0081932	8817662	8817862
FBgn0037636	FBtr0334659		
FBgn0037636	FBtr0334659	8813490	8817862
FBgn0037636	FBtr0081931	8814685	8817862
FBgn0037636	FBtr0081931		
FBgn0039313	FBtr0089644		
FBgn0039313	FBtr0089644	25283093	25283237
FBgn0039313	FBtr0089645	25283093	25283237
FBgn0039313	FBtr0089645		
FBgn0015621	FBtr0078011	820970	821209
FBgn0039611	FBtr0085329	28877695	28877805
FBgn0030376	FBtr0300918		
FBgn0030376	FBtr0300918	12113255	12113357
FBgn0030376	FBtr0333729		
FBgn0030376	FBtr0333729	12113255	12113357
FBgn0265158	FBtr0337075	8684793	8684862
FBgn0038312	FBtr0290018		
FBgn0038312	FBtr0290018	15270196	15270532
FBgn0035592	FBtr0077181		
FBgn0035592	FBtr0077181	5135748	5135839
FBgn0038123	FBtr0082783	13185526	13185664
FBgn0028703	FBtr0300327		
FBgn0028703	FBtr0300327	6677835	6678146
FBgn0028703	FBtr0333348		
FBgn0028703	FBtr0333348	6678912	6679064
FBgn0028703	FBtr0333348	6677835	6678224
FBgn0028703	FBtr0333347		
FBgn0028703	FBtr0333347	6679321	6679922
FBgn0028703	FBtr0273247		
FBgn0028703	FBtr0273247	6678912	6679193
FBgn0028703	FBtr0273247	6677835	6678756
FBgn0028703	FBtr0273250		
FBgn0028703	FBtr0273250	6677835	6678723
FBgn0028703	FBtr0273248		
FBgn0028703	FBtr0273248	6677835	6678723
FBgn0010265	FBtr0079724		
FBgn0010265	FBtr0079724	8363690	8363820
FBgn0010265	FBtr0346454		
FBgn0010265	FBtr0346454	8363477	8363820
FBgn0010265	FBtr0100541		
FBgn0010265	FBtr0100541	8363699	8363820
FBgn0052055	FBtr0076304		
FBgn0051116	FBtr0082527		
FBgn0051116	FBtr0082527	11797244	11797441
FBgn0051116	FBtr0082526		
FBgn0051116	FBtr0082526	11797244	11797441
FBgn0051116	FBtr0334891		
FBgn0051116	FBtr0334891	11801160	11801226
FBgn0051116	FBtr0334891	11800872	11801028
FBgn0051116	FBtr0334891	11800592	11800802
FBgn0051116	FBtr0334891	11800438	11800539
FBgn0051116	FBtr0334891	11800141	11800375
FBgn0051116	FBtr0334891	11798991	11800088
FBgn0051116	FBtr0334891	11797806	11798039
FBgn0051116	FBtr0334891	11797244	11797747
FBgn0051116	FBtr0301023		
FBgn0051116	FBtr0301023	11797244	11797441
FBgn0051116	FBtr0300622		
FBgn0051116	FBtr0300622	11797244	11797441
FBgn0051116	FBtr0082528		
FBgn0051116	FBtr0082528	11797244	11797441
FBgn0051116	FBtr0113391		
FBgn0051116	FBtr0113391	11797244	11797441
FBgn0036529	FBtr0075578		
FBgn0036529	FBtr0075578	15686270	15686598
FBgn0024977	FBtr0070486		
FBgn0024977	FBtr0070486	2727485	2727568
FBgn0038439	FBtr0301702		
FBgn0038439	FBtr0301702	16484566	16484698
FBgn0015546	FBtr0080630		
FBgn0015546	FBtr0080630	14365231	14365568
FBgn0015546	FBtr0344019		
FBgn0015546	FBtr0344019	14365231	14365237
FBgn0015546	FBtr0344019	14365629	14366840
FBgn0015546	FBtr0309281		
FBgn0015546	FBtr0309281	14365231	14366840
FBgn0015546	FBtr0344018		
FBgn0015546	FBtr0344018	14365231	14365237
FBgn0015546	FBtr0344018	14365629	14365699
FBgn0053463	FBtr0087301		
FBgn0263386	FBtr0309073		
FBgn0263386	FBtr0309073	11536714	11536844
FBgn0029736	FBtr0300998		
FBgn0029736	FBtr0300998	4915280	4915417
FBgn0262170	FBtr0304652		
FBgn0262170	FBtr0304652	19587641	19587763
FBgn0085422	FBtr0112637		
FBgn0085422	FBtr0112637	3175112	3175327
FBgn0085422	FBtr0340590		
FBgn0085422	FBtr0340590	3175190	3175327
FBgn0039993	FBtr0302409		
FBgn0039993	FBtr0302409	1596416	1596457
FBgn0039993	FBtr0113761		
FBgn0039993	FBtr0113761	1596416	1596457
FBgn0039993	FBtr0302410		
FBgn0039993	FBtr0302410	1591031	1591104
FBgn0034110	FBtr0329958	16297080	16297232
FBgn0034110	FBtr0087141	16297059	16297232
FBgn0031392	FBtr0330657		
FBgn0031392	FBtr0330657	2154898	2155389
FBgn0031392	FBtr0077830		
FBgn0031392	FBtr0077830	2154898	2155389
FBgn0031392	FBtr0077831		
FBgn0031392	FBtr0077831	2154898	2155105
FBgn0034783	FBtr0071893		
FBgn0034783	FBtr0071893	22839282	22839291
FBgn0085330	FBtr0112497		
FBgn0085330	FBtr0112497	8773771	8773810
FBgn0034535	FBtr0086231		
FBgn0034535	FBtr0086231	20642418	20642558
FBgn0052396	FBtr0076969		
FBgn0052396	FBtr0076969	6532304	6532429
FBgn0036469	FBtr0333874	15053568	15053824
FBgn0036469	FBtr0075663	15053647	15053824
FBgn0001269	FBtr0088068		
FBgn0001269	FBtr0088068	11506919	11507180
FBgn0001269	FBtr0345673		
FBgn0001269	FBtr0345673	11506919	11509695
FBgn0001269	FBtr0088069		
FBgn0001269	FBtr0088069	11506919	11507180
FBgn0033616	FBtr0088119		
FBgn0033616	FBtr0088119	11309526	11309829
FBgn0035252	FBtr0331460		
FBgn0035252	FBtr0331460	1653863	1654112
FBgn0035252	FBtr0346821		
FBgn0035252	FBtr0346821	1653863	1654238
FBgn0035252	FBtr0072762		
FBgn0035252	FBtr0072762	1653863	1654112
FBgn0053725	FBtr0091723		
FBgn0053725	FBtr0091723	12486357	12486446
FBgn0053725	FBtr0346651		
FBgn0053725	FBtr0346651	12486357	12486446
FBgn0030221	FBtr0071507	10622355	10622564
FBgn0034496	FBtr0086304		
FBgn0034496	FBtr0086304	20275973	20276145
FBgn0039761	FBtr0085618		
FBgn0039761	FBtr0085618	30254044	30254097
FBgn0039937	FBtr0089251		
FBgn0039937	FBtr0089251	836986	837208
FBgn0028546	FBtr0080511		
FBgn0028546	FBtr0080511	13639519	13639705
FBgn0028546	FBtr0342906		
FBgn0028546	FBtr0342906	13639447	13639705
FBgn0028546	FBtr0342905		
FBgn0028546	FBtr0342905	13639519	13639705
FBgn0025612	FBtr0070692		
FBgn0025612	FBtr0070692	4641269	4641367
FBgn0037028	FBtr0078271		
FBgn0037028	FBtr0078271	20813353	20813519
FBgn0037028	FBtr0302947	20813353	20813519
FBgn0037028	FBtr0302947		
FBgn0051288	FBtr0084860		
FBgn0051288	FBtr0084860	25297960	25297992
FBgn0016919	FBtr0340651		
FBgn0016919	FBtr0340651	21578292	21578407
FBgn0016919	FBtr0301173		
FBgn0016919	FBtr0301173	21578320	21578407
FBgn0036939	FBtr0332700		
FBgn0036939	FBtr0332700	20124298	20124458
FBgn0036939	FBtr0074867		
FBgn0036939	FBtr0074867	20124298	20124458
FBgn0053533	FBtr0302362		
FBgn0053533	FBtr0302362	19419681	19419753
FBgn0053533	FBtr0091499		
FBgn0053533	FBtr0091499	19419681	19419767
FBgn0259950	FBtr0300294		
FBgn0259950	FBtr0300294	3388024	3388096
FBgn0259950	FBtr0343241		
FBgn0259950	FBtr0343241	3387882	3388096
FBgn0085322	FBtr0112489		
FBgn0085322	FBtr0112489	27165069	27165212
FBgn0085322	FBtr0339263		
FBgn0085322	FBtr0339263	27165109	27165212
FBgn0085322	FBtr0339263	27164708	27165041
FBgn0037615	FBtr0081907		
FBgn0037615	FBtr0081907	8719998	8721320
FBgn0001148	FBtr0072444		
FBgn0001148	FBtr0072444	25064463	25064643
FBgn0261461	FBtr0299624		
FBgn0261461	FBtr0299624	19142113	19143584
FBgn0261461	FBtr0299625		
FBgn0261461	FBtr0299625	19143453	19143584
FBgn0261461	FBtr0299622		
FBgn0261461	FBtr0299622	19143453	19143584
FBgn0261461	FBtr0339261		
FBgn0261461	FBtr0339261	19143453	19143584
FBgn0261461	FBtr0299623		
FBgn0261461	FBtr0299623	19143473	19143584
FBgn0261461	FBtr0299623	19136107	19136605
FBgn0037215	FBtr0336703		
FBgn0037215	FBtr0336703	4204474	4204572
FBgn0037215	FBtr0336702		
FBgn0037215	FBtr0336702	4204474	4204565
FBgn0037215	FBtr0336704		
FBgn0037215	FBtr0336704	4204474	4204572
FBgn0037215	FBtr0306022		
FBgn0037215	FBtr0306022	4204474	4204572
FBgn0037215	FBtr0078964		
FBgn0037215	FBtr0078964	4204474	4204572
FBgn0005664	FBtr0342578		
FBgn0005664	FBtr0342578	11946411	11947131
FBgn0005664	FBtr0080281		
FBgn0005664	FBtr0080281	11946411	11946756
FBgn0032613	FBtr0080928	16835136	16835259
FBgn0264747	FBtr0334131		
FBgn0264747	FBtr0334131	18070300	18070538
FBgn0264747	FBtr0334130		
FBgn0264747	FBtr0334130	18070459	18070538
FBgn0031501	FBtr0077656		
FBgn0031501	FBtr0077656	3043531	3043593
FBgn0031501	FBtr0335385	3043531	3043593
FBgn0031501	FBtr0335385		
FBgn0031356	FBtr0077912		
FBgn0031356	FBtr0077912	1707132	1707771
FBgn0051091	FBtr0309041		
FBgn0051091	FBtr0309041	25901990	25902172
FBgn0051091	FBtr0344119		
FBgn0051091	FBtr0344119	25901990	25902172
FBgn0038422	FBtr0083321		
FBgn0038422	FBtr0083321	16360329	16360495
FBgn0038422	FBtr0083320		
FBgn0038422	FBtr0083320	16360329	16360495
