Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
FNDC3A	ENST00000492622.2	fibronectin type III domain containing 3A 	122	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.17	-0.36	0.81	2005, 2007, 2009, 2011
TTC7B	ENST00000328459.6	tetratricopeptide repeat domain 7B 	20	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.17	-0.27	0.78	2007, 2009, 2011
UHRF1BP1L	ENST00000279907.7	UHRF1 binding protein 1-like 	369	1	0	1	0	1	0	1	0	0	hsa-miR-1-3p	-0.17	-0.31	0.84	
ARL10	ENST00000310389.5	ADP-ribosylation factor-like 10 	236	1	1	0	0	2	0	0	2	0	hsa-miR-1-3p	-0.17	-0.17	0.56	2011
KLF13	ENST00000307145.3	Kruppel-like factor 13 	5	2	1	1	0	1	0	1	0	1	hsa-miR-1-3p	-0.17	-0.17	0.97	2005, 2007, 2009, 2011
EML3	ENST00000394773.2	echinoderm microtubule associated protein like 3 	48	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.17	-0.17	ORF	2007, 2009, 2011
SLC15A2	ENST00000489711.1	solute carrier family 15 (oligopeptide transporter), member 2 	21	1	1	0	0	0	0	0	0	0	hsa-miR-206	-0.17	-0.54	0.65	2011
FBXL20	ENST00000394294.3	F-box and leucine-rich repeat protein 20 	455	1	0	0	1	0	0	0	0	4	hsa-miR-1-3p	-0.17	-0.23	0.67	2005, 2007, 2011
C11orf57	ENST00000532163.1	chromosome 11 open reading frame 57 	207	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.17	-0.33	0.17	2009, 2011
TTC3	ENST00000399017.2	tetratricopeptide repeat domain 3 	62	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.17	-0.30	0.67	2009, 2011
GBA	ENST00000368373.3	glucosidase, beta, acid 	27	1	1	0	0	1	0	0	1	2	hsa-miR-1-3p	-0.17	-0.21	0.54	
NR4A3	ENST00000330847.1	nuclear receptor subfamily 4, group A, member 3 	244	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.17	-0.17	0.74	2009, 2011
CA8	ENST00000317995.4	carbonic anhydrase VIII 	197	1	0	1	0	1	0	0	1	1	hsa-miR-206	-0.17	-0.22	0.27	
CALM1	ENST00000356978.4	calmodulin 1 (phosphorylase kinase, delta) 	4046	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.17	-0.17	0.68	2005, 2007, 2009, 2011
CDK9	ENST00000373264.4	cyclin-dependent kinase 9 	197	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.17	-0.20	0.75	2005, 2007, 2009, 2011
EPB41L2	ENST00000531410.1	erythrocyte membrane protein band 4.1-like 2 	353	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.16	-0.17	0.61	
FAM134A	ENST00000430297.2	family with sequence similarity 134, member A 	3080	1	0	0	1	1*	0	0	0	0	hsa-miR-1-3p	-0.16	-0.17	0.62	2011
PTPRA	ENST00000216877.6	protein tyrosine phosphatase, receptor type, A 	7517	1	0	0	1	0	0	0	0	1	hsa-miR-206	-0.16	-0.20	0.63	2005, 2007
ZZZ3	ENST00000370801.3	zinc finger, ZZ-type containing 3 	338	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.16	-0.16	0.84	2009, 2011
NPAS3	ENST00000346562.2	neuronal PAS domain protein 3 	9	1	0	1	0	1	0	0	1	2	hsa-miR-1-3p	-0.16	-0.16	0.74	2011
ATP6V0A1	ENST00000343619.4	ATPase, H+ transporting, lysosomal V0 subunit a1 	290	1	0	1	0	0	0	0	0	1	hsa-miR-1-3p	-0.16	-0.16	0.46	
KDELR2	ENST00000258739.4	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2 	5077	1	0	0	1	1*	0	0	0	2	hsa-miR-206	-0.16	-0.35	0.68	2009, 2011
HIVEP3	ENST00000372583.1	human immunodeficiency virus type I enhancer binding protein 3 	84	1	1	0	0	0	0	0	0	2	hsa-miR-1-3p	-0.16	-0.16	0.97	
PAX5	ENST00000358127.4	paired box 5 	5	1	1	0	0	0	0	0	0	1	hsa-miR-1-3p	-0.16	-0.16	0.86	
CSF1	ENST00000329608.6	colony stimulating factor 1 (macrophage) 	290	1	0	1	0	0	0	0	0	1	hsa-miR-1-3p	-0.16	-0.16	0.70	
GAK	ENST00000314167.4	cyclin G associated kinase 	8	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.16	-0.16	0.67	2011
RNGTT	ENST00000369485.4	RNA guanylyltransferase and 5'-phosphatase 	1384	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.16	-0.17	0.56	2005, 2007, 2009, 2011
SLC16A3	ENST00000581287.1	solute carrier family 16 (monocarboxylate transporter), member 3 	16333	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.16	-0.16	0.68	2005, 2007, 2009, 2011
GIT1	ENST00000225394.3	G protein-coupled receptor kinase interacting ArfGAP 1 	18	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.16	-0.16	0.63	2009, 2011
TEX30	ENST00000376027.1	testis expressed 30 	231	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.16	-0.16	ORF	
GNPNAT1	ENST00000216410.3	glucosamine-phosphate N-acetyltransferase 1 	429	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.16	-0.20	0.68	2005, 2007, 2009, 2011
IPO8	ENST00000256079.4	importin 8 	228	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.16	-0.16	0.65	
METTL7A	ENST00000332160.4	methyltransferase like 7A 	695	1	0	0	1	0	0	0	0	0	hsa-miR-206	-0.16	-0.16	0.58	2011
C20orf112	ENST00000359676.5	chromosome 20 open reading frame 112 	148	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.16	-0.24	0.87	2005, 2007, 2009, 2011
MEIS1	ENST00000444274.2	Meis homeobox 1 	533	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.16	-0.16	ORF	2009, 2011
ZNF217	ENST00000371471.2	zinc finger protein 217 	668	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.16	-0.16	0.60	2005, 2007, 2009, 2011
ARHGEF18	ENST00000319670.9	Rho/Rac guanine nucleotide exchange factor (GEF) 18 	2596	1	0	1	0	2	0	2	0	0	hsa-miR-1-3p	-0.16	-0.16	0.50	2007, 2011
BCL7A	ENST00000538010.1	B-cell CLL/lymphoma 7A 	96	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.16	-0.20	0.93	2005, 2007, 2009, 2011
KNOP1	ENST00000219837.7	lysine-rich nucleolar protein 1 	157	1	1	0	0	2	0	1	1	0	hsa-miR-1-3p	-0.16	-0.20	0.32	
POTEG	ENST00000409832.3	POTE ankyrin domain family, member G 	5	1	0	0	1	2	0	0	2	0	hsa-miR-1-3p	-0.15	-0.15	0.67	
POTEM	ENST00000551509.1	POTE ankyrin domain family, member M 	5	1	0	0	1	2	0	0	2	0	hsa-miR-1-3p	-0.15	-0.15	0.67	
HIPK3	ENST00000303296.4	homeodomain interacting protein kinase 3 	933	1	0	1	0	1*	0	0	0	0	hsa-miR-1-3p	-0.15	-0.16	0.79	
RAE1	ENST00000395841.2	ribonucleic acid export 1 	3909	1	0	0	1	0	0	0	0	1	hsa-miR-206	-0.15	-0.18	0.60	
SLC8A2	ENST00000236877.6	solute carrier family 8 (sodium/calcium exchanger), member 2 	5	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.15	-0.15	0.84	2005, 2007, 2009, 2011
MAP4K2	ENST00000294066.2	mitogen-activated protein kinase kinase kinase kinase 2 	181	1	0	0	1	0	0	0	0	1	hsa-miR-1-3p	-0.15	-0.15	0.68	2005, 2007, 2011
TLK2	ENST00000582809.1	tousled-like kinase 2 	5	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.15	-0.15	0.63	2009, 2011
WASL	ENST00000223023.4	Wiskott-Aldrich syndrome-like 	230	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.15	-0.16	0.65	2011
TBX18	ENST00000369663.5	T-box 18 	54	1	1	0	0	2	0	1	1	1	hsa-miR-1-3p	-0.15	-0.28	0.75	
MNT	ENST00000174618.4	MNT, MAX dimerization protein 	146	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.15	-0.15	0.68	2005, 2007, 2009, 2011
EML4	ENST00000318522.5	echinoderm microtubule associated protein like 4 	62	1	0	0	1	0	0	0	0	2	hsa-miR-1-3p	-0.15	-0.44	0.66	2005, 2007, 2009, 2011
DLG1	ENST00000346964.2	discs, large homolog 1 (Drosophila) 	813	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.15	-0.18	0.66	2009, 2011
KLHL15	ENST00000328046.8	kelch-like family member 15 	42	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.15	-0.27	0.74	2011
DNAJC5	ENST00000360864.4	DnaJ (Hsp40) homolog, subfamily C, member 5 	1089	1	0	1	0	1	0	1	0	1	hsa-miR-1-3p	-0.15	-0.23	0.75	2005, 2007, 2009, 2011
NOTCH3	ENST00000263388.2	notch 3 	45	1	0	0	1	1	0	0	1	2	hsa-miR-206	-0.15	-0.23	0.68	2005, 2007, 2009, 2011
WHSC1L1	ENST00000317025.8	Wolf-Hirschhorn syndrome candidate 1-like 1 	481	1	1	0	0	1	0	1	0	2	hsa-miR-1-3p	-0.15	-0.20	0.75	
PTAR1	ENST00000377200.5	protein prenyltransferase alpha subunit repeat containing 1 	161	1	0	1	0	1	0	0	1	1	hsa-miR-206	-0.15	-0.27	0.58	2009
BCL2L2	ENST00000250405.5	BCL2-like 2 	1380	1	0	1	0	0	0	0	0	1	hsa-miR-206	-0.15	-0.15	0.37	
MINOS1	ENST00000322753.6	mitochondrial inner membrane organizing system 1 	287	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.15	-0.18	0.58	2011
MFSD9	ENST00000258436.5	major facilitator superfamily domain containing 9 	395	1	0	1	0	1	0	0	1	0	hsa-miR-1-3p	-0.15	-0.18	0.42	
FAM84A	ENST00000295092.2	family with sequence similarity 84, member A 	69	1	0	0	1	1	1	0	0	0	hsa-miR-1-3p	-0.15	-0.38	0.68	2009
FGD4	ENST00000427716.2	FYVE, RhoGEF and PH domain containing 4 	38	1	0	1	0	0	0	0	0	1	hsa-miR-1-3p	-0.15	-0.15	0.43	2009, 2011
FNDC3B	ENST00000336824.4	fibronectin type III domain containing 3B 	509	1	1	0	0	0	0	0	0	0	hsa-miR-206	-0.15	-0.31	0.83	2005, 2007, 2009, 2011
SAMD8	ENST00000372687.4	sterile alpha motif domain containing 8 	100	1	1	0	0	1	0	0	1	0	hsa-miR-1-3p	-0.15	-0.32	0.51	2011
RNF150	ENST00000515673.2	ring finger protein 150 	518	1	1	0	0	0	0	0	0	1	hsa-miR-1-3p	-0.15	-0.22	0.97	
TMEM200C	ENST00000581347.2	transmembrane protein 200C 	54	1	0	1	0	0	0	0	0	1	hsa-miR-1-3p	-0.15	-0.28	0.71	
UNC50	ENST00000357765.2	unc-50 homolog (C. elegans) 	163	1	0	1	0	0	0	0	0	0	hsa-miR-206	-0.14	-0.40	0.51	2009, 2011
ANKRD23	ENST00000318357.4	ankyrin repeat domain 23 	9	1	0	0	1	0	0	0	0	1	hsa-miR-206	-0.14	-0.14	0.67	2005, 2007, 2009, 2011
KIAA0040	ENST00000423313.1	KIAA0040 	15	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.14	-0.14	0.37	2011
DNAJC13	ENST00000260818.6	DnaJ (Hsp40) homolog, subfamily C, member 13 	256	1	0	1	0	0	0	0	0	0	hsa-miR-206	-0.14	-0.14	0.36	2005, 2007
MED14	ENST00000324817.1	mediator complex subunit 14 	1038	1	0	1	0	0	0	0	0	1	hsa-miR-1-3p	-0.14	-0.17	0.31	
FOXP1	ENST00000318789.4	forkhead box P1 	264	3	0	1	2	2	0	1	1	1	hsa-miR-1-3p	-0.14	-0.58	0.97	2005, 2007, 2009, 2011
JOSD1	ENST00000216039.5	Josephin domain containing 1 	24	1	1	0	0	0	0	0	0	0	hsa-miR-206	-0.14	-0.32	0.94	2007, 2009, 2011
AMOT	ENST00000304758.1	angiomotin 	515	1	1	0	0	0	0	0	0	0	hsa-miR-206	-0.14	-0.14	0.59	2009, 2011
THRB	ENST00000396671.2	thyroid hormone receptor, beta 	55	1	0	0	1	0	0	0	0	1	hsa-miR-1-3p	-0.14	-0.17	0.68	2005, 2007, 2009, 2011
AGO2	ENST00000220592.5	argonaute RISC catalytic component 2 	350	1	0	1	0	1	0	0	1	1	hsa-miR-1-3p	-0.14	-1.45	0.84	
TSPYL4	ENST00000420283.1	TSPY-like 4 	5	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.14	-0.14	0.81	2005, 2007, 2009, 2011
FAM210B	ENST00000371384.3	family with sequence similarity 210, member B 	55	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.14	-0.36	0.64	2009, 2011
PGAM1	ENST00000334828.5	phosphoglycerate mutase 1 (brain) 	927	1	0	0	1	0	0	0	0	1	hsa-miR-206	-0.14	-0.18	0.66	2005, 2007, 2009, 2011
RAP1A	ENST00000369709.3	RAP1A, member of RAS oncogene family 	382	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.14	-0.14	0.68	2005, 2007, 2009, 2011
NMT2	ENST00000378165.4	N-myristoyltransferase 2 	318	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.14	-0.14	0.68	2005, 2007, 2009, 2011
ZMYND8	ENST00000311275.7	zinc finger, MYND-type containing 8 	235	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.14	-0.14	0.64	
NFAT5	ENST00000354436.2	nuclear factor of activated T-cells 5, tonicity-responsive 	128	4	0	1	3	0	0	0	0	1	hsa-miR-206	-0.14	-0.39	0.98	2005, 2007, 2009, 2011
KIAA2022	ENST00000055682.6	KIAA2022 	5	1	1	0	0	1	0	1	0	1	hsa-miR-206	-0.14	-0.14	0.92	2003, 2007, 2009, 2011
GNE	ENST00000396594.3	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase 	22	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.14	-0.14	0.62	2009, 2011
DLG2	ENST00000398309.2	discs, large homolog 2 (Drosophila) 	15	1	0	0	1	0	0	0	0	1	hsa-miR-206	-0.14	-0.14	0.65	2007, 2009, 2011
VAT1	ENST00000355653.3	vesicle amine transport 1 	2844	1	0	1	0	0	0	0	0	0	hsa-miR-206	-0.14	-0.14	0.58	2009, 2011
TRIM44	ENST00000299413.5	tripartite motif containing 44 	4203	1	0	1	0	2	0	0	2	3	hsa-miR-206	-0.14	-0.15	0.41	
STAG2	ENST00000371160.1	stromal antigen 2 	216	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.14	-0.16	0.66	2005, 2007, 2011
RALGAPA1	ENST00000389698.3	Ral GTPase activating protein, alpha subunit 1 (catalytic) 	82	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.14	-0.14	0.51	2009, 2011
SYNCRIP	ENST00000355238.6	synaptotagmin binding, cytoplasmic RNA interacting protein 	4864	1	0	0	1	0	0	0	0	2	hsa-miR-1-3p	-0.14	-0.17	0.67	2011
YES1	ENST00000577961.1	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1 	168	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.14	-0.14	0.67	2005, 2007, 2009, 2011
MUM1L1	ENST00000357175.2	melanoma associated antigen (mutated) 1-like 1 	50	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.14	-0.14	0.64	2005, 2007, 2009, 2011
MPP7	ENST00000375732.1	membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7) 	50	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.14	-0.23	0.95	2007, 2009, 2011
GLCE	ENST00000559420.2	glucuronic acid epimerase 	25	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.14	-0.14	0.63	2009, 2011
UBE2QL1	ENST00000399816.3	ubiquitin-conjugating enzyme E2Q family-like 1 	10	1	0	0	1	0	0	0	0	1	hsa-miR-1-3p	-0.14	-0.16	0.62	2011
SEC22C	ENST00000264454.3	SEC22 vesicle trafficking protein homolog C (S. cerevisiae) 	855	1	1	0	0	1	1	0	0	1	hsa-miR-1-3p	-0.14	-0.18	< 0.1	2011
CCND1	ENST00000227507.2	cyclin D1 	4687	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.13	-0.14	0.65	2005, 2007, 2009, 2011
TXLNG	ENST00000380122.5	taxilin gamma 	96	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.13	-0.20	0.23	2011
ZBTB7A	ENST00000322357.4	zinc finger and BTB domain containing 7A 	37	1	1	0	0	0	0	0	0	0	hsa-miR-206	-0.13	-0.19	0.90	
STK39	ENST00000355999.4	serine threonine kinase 39 	266	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.13	-0.17	0.62	2005, 2007, 2009, 2011
KCTD13	ENST00000568000.1	potassium channel tetramerization domain containing 13 	782	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.13	-0.13	0.28	2005, 2007, 2009, 2011
GALNT4	ENST00000529983.2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 4 (GalNAc-T4) 	275	1	0	1	0	0	0	0	0	1	hsa-miR-1-3p	-0.13	-0.13	0.28	2011
POC1B-GALNT4	ENST00000548729.1	POC1B-GALNT4 readthrough 	275	1	0	1	0	0	0	0	0	1	hsa-miR-1-3p	-0.13	-0.13	0.28	2011
CHST11	ENST00000549260.1	carbohydrate (chondroitin 4) sulfotransferase 11 	686	1	0	1	0	2	0	0	2	0	hsa-miR-1-3p	-0.13	-0.14	0.57	2011
ZBTB4	ENST00000380599.4	zinc finger and BTB domain containing 4 	1039	1	1	0	0	0	0	0	0	1	hsa-miR-206	-0.13	-0.13	0.73	2005, 2007, 2009, 2011
FRAS1	ENST00000264895.6	Fraser syndrome 1 	709	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.13	-0.13	0.55	2005, 2007, 2009, 2011
GPRIN3	ENST00000609438.1	GPRIN family member 3 	213	1	0	1	0	0	0	0	0	3	hsa-miR-1-3p	-0.13	-0.14	0.53	
GOSR1	ENST00000225724.5	golgi SNAP receptor complex member 1 	668	1	0	0	1	1	0	0	1	1	hsa-miR-1-3p	-0.13	-0.23	0.68	2011
GNPTAB	ENST00000299314.7	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits 	82	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.13	-0.14	0.67	2007, 2009, 2011
EFNB2	ENST00000245323.4	ephrin-B2 	25	1	1	0	0	1	0	0	1	2	hsa-miR-1-3p	-0.13	-0.33	0.79	2005, 2007, 2009, 2011
TMEM259	ENST00000333175.5	transmembrane protein 259 	1339	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.13	-0.13	0.62	2009, 2011
ADAMTSL3	ENST00000286744.5	ADAMTS-like 3 	9	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.13	-0.13	0.35	2011
UBN1	ENST00000262376.6	ubinuclein 1 	586	1	1	0	0	0	0	0	0	0	hsa-miR-206	-0.13	-0.13	0.61	2005, 2007, 2009, 2011
MKL2	ENST00000318282.5	MKL/myocardin-like 2 	992	1	0	1	0	1	0	0	1	1	hsa-miR-1-3p	-0.13	-0.13	0.37	2009, 2011
ATG3	ENST00000402314.2	autophagy related 3 	177	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.13	-0.13	ORF	
WT1	ENST00000379079.2	Wilms tumor 1 	29	1	0	1	0	0	0	0	0	1	hsa-miR-1-3p	-0.13	-0.13	0.29	
BMPR1B	ENST00000515059.1	bone morphogenetic protein receptor, type IB 	44	1	0	1	0	2	0	2	0	0	hsa-miR-1-3p	-0.13	-0.52	0.68	2009, 2011
IGFBP5	ENST00000233813.4	insulin-like growth factor binding protein 5 	10709	1	0	0	1	1	0	1	0	1	hsa-miR-1-3p	-0.13	-0.20	0.67	2005, 2007, 2009, 2011
CXorf23	ENST00000379687.3	chromosome X open reading frame 23 	30	1	0	1	0	2	0	0	2	0	hsa-miR-1-3p	-0.13	-0.32	0.68	2005, 2007, 2011
BCL11B	ENST00000357195.3	B-cell CLL/lymphoma 11B (zinc finger protein) 	73	1	1	0	0	1	0	1	0	1	hsa-miR-1-3p	-0.13	-0.13	0.35	2009, 2011
AGO1	ENST00000373204.4	argonaute RISC catalytic component 1 	402	1	0	1	0	0	0	0	0	2	hsa-miR-206	-0.13	-0.13	0.83	2005, 2007, 2009, 2011
MOB1A	ENST00000396049.4	MOB kinase activator 1A 	963	1	1	0	0	1	0	1	0	0	hsa-miR-1-3p	-0.13	-0.35	0.12	
WNK3	ENST00000375169.3	WNK lysine deficient protein kinase 3 	55	2	1	1	0	0	0	0	0	1	hsa-miR-1-3p	-0.13	-0.13	0.70	2005, 2007, 2009, 2011
HNRNPA1	ENST00000546500.1	heterogeneous nuclear ribonucleoprotein A1 	2079	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.13	-0.13	0.67	2005, 2007
TFE3	ENST00000315869.7	transcription factor binding to IGHM enhancer 3 	20	1	0	0	1	0	0	0	0	1	hsa-miR-1-3p	-0.13	-0.13	0.63	2005, 2007, 2009, 2011
CBX6	ENST00000407418.3	chromobox homolog 6 	215	1	0	1	0	1	0	0	1	1	hsa-miR-1-3p	-0.13	-0.23	0.84	
RNF165	ENST00000269439.7	ring finger protein 165 	18	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.12	-0.12	0.83	2007, 2009, 2011
VEZF1	ENST00000584396.1	vascular endothelial zinc finger 1 	209	1	0	1	0	0	0	0	0	2	hsa-miR-1-3p	-0.12	-0.13	0.79	2007, 2009, 2011
CDK6	ENST00000265734.4	cyclin-dependent kinase 6 	1116	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.12	-0.14	0.85	2007, 2009, 2011
ZFHX4	ENST00000521891.2	zinc finger homeobox 4 	194	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.12	-0.13	0.67	2007, 2009, 2011
GNAQ	ENST00000286548.4	guanine nucleotide binding protein (G protein), q polypeptide 	47	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.12	-0.12	0.58	
AMOTL2	ENST00000249883.5	angiomotin like 2 	78	1	0	0	1	1	0	1	0	2	hsa-miR-1-3p	-0.12	-0.12	0.68	2009, 2011
ZNF827	ENST00000379448.4	zinc finger protein 827 	17	1	1	0	0	0	0	0	0	1	hsa-miR-206	-0.12	-0.12	0.83	2005, 2007, 2009, 2011
BMF	ENST00000220446.4	Bcl2 modifying factor 	179	1	0	1	0	1	0	0	1	0	hsa-miR-1-3p	-0.12	-0.16	0.35	2011
RICTOR	ENST00000357387.3	RPTOR independent companion of MTOR, complex 2 	441	1	1	0	0	0	0	0	0	1	hsa-miR-1-3p	-0.12	-0.12	0.58	2007, 2009, 2011
CRIM1	ENST00000280527.2	cysteine rich transmembrane BMP regulator 1 (chordin-like) 	4842	1	0	0	1	0	0	0	0	2	hsa-miR-1-3p	-0.12	-0.12	0.66	2005, 2007, 2009, 2011
ZDHHC14	ENST00000359775.5	zinc finger, DHHC-type containing 14 	253	1	0	0	1	0	0	0	0	1	hsa-miR-1-3p	-0.12	-0.12	0.64	
MAGI2	ENST00000419488.1	membrane associated guanylate kinase, WW and PDZ domain containing 2 	43	1	0	0	1	0	0	0	0	2	hsa-miR-1-3p	-0.12	-0.13	0.63	2007, 2009, 2011
PAK3	ENST00000372007.5	p21 protein (Cdc42/Rac)-activated kinase 3 	8	1	1	0	0	0	0	0	0	1	hsa-miR-206	-0.12	-0.13	0.90	
LRRC57	ENST00000397130.3	leucine rich repeat containing 57 	168	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.12	-0.12	0.58	
PRKCI	ENST00000295797.4	protein kinase C, iota 	103	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.12	-0.12	0.58	
G3BP2	ENST00000395719.3	GTPase activating protein (SH3 domain) binding protein 2 	4413	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.12	-0.12	0.66	2009, 2011
RAD51L3-RFFL	ENST00000593039.1	Uncharacterized protein  	670	1	0	0	1	0	0	0	0	1	hsa-miR-206	-0.12	-0.14	0.59	
UHMK1	ENST00000538489.1	U2AF homology motif (UHM) kinase 1 	48	2	0	2	0	0	0	0	0	1	hsa-miR-206	-0.12	-0.55	0.90	2011
IL6ST	ENST00000381287.4	interleukin 6 signal transducer (gp130, oncostatin M receptor) 	213	1	0	0	1	0	0	0	0	2	hsa-miR-1-3p	-0.12	-0.12	0.60	2011
SCD	ENST00000370355.2	stearoyl-CoA desaturase (delta-9-desaturase) 	9726	1	0	0	1	0	0	0	0	1	hsa-miR-1-3p	-0.12	-0.12	0.66	2009, 2011
ASXL3	ENST00000269197.5	additional sex combs like 3 (Drosophila) 	65	1	0	1	0	2	1	1	0	1	hsa-miR-206	-0.12	-0.12	0.39	
WNT3	ENST00000225512.5	wingless-type MMTV integration site family, member 3 	46	1	1	0	0	0	0	0	0	0	hsa-miR-1-3p	-0.12	-0.12	< 0.1	
TBC1D5	ENST00000253692.7	TBC1 domain family, member 5 	400	1	1	0	0	0	0	0	0	2	hsa-miR-1-3p	-0.11	-0.12	0.55	2009, 2011
ARIH1	ENST00000379887.4	ariadne RBR E3 ubiquitin protein ligase 1 	671	1	0	1	0	0	0	0	0	2	hsa-miR-206	-0.11	-0.22	0.74	2011
NAMPT	ENST00000222553.3	nicotinamide phosphoribosyltransferase 	375	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.11	-0.28	0.58	2007, 2009, 2011
DDX3Y	ENST00000336079.3	DEAD (Asp-Glu-Ala-Asp) box helicase 3, Y-linked 	5	1	0	0	1	0	0	0	0	0	hsa-miR-206	-0.11	-0.11	0.66	
RNF157	ENST00000269391.6	ring finger protein 157 	163	1	0	0	1	0	0	0	0	0	hsa-miR-1-3p	-0.11	-0.11	0.64	2009, 2011
ISL2	ENST00000290759.4	ISL LIM homeobox 2 	381	1	0	0	1	1	0	1	0	1	hsa-miR-1-3p	-0.11	-0.16	0.68	2009, 2011
SLC25A36	ENST00000446041.2	solute carrier family 25 (pyrimidine nucleotide carrier ), member 36 	264	1	0	1	0	0	0	0	0	0	hsa-miR-1-3p	-0.11	-0.34	0.78	2009, 2011
KDM2B	ENST00000536437.1	lysine (K)-specific demethylase 2B 	647	1	0	1	0	0	0	0	0	1	hsa-miR-1-3p	-0.11	-0.11	< 0.1	2005, 2007
MAPK1	ENST00000215832.6	mitogen-activated protein kinase 1 	630	1	1	0	0	1	0	0	1	3	hsa-miR-1-3p	-0.11	-0.27	0.97	2009, 2011
ATP1B4	ENST00000218008.3	ATPase, Na+/K+ transporting, beta 4 polypeptide 	5	1	0	1	0	1	0	0	1	0	hsa-miR-1-3p	-0.11	-0.11	0.37	
