Ortholog of target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
NAV3	ENST00000228327.6	neuron navigator 3 	277	1	1	0	0	0	0	0	0	0	hsa-miR-155-5p	-0.03	-0.03	< 0.1	2005, 2007, 2009, 2011
ZFP3	ENST00000318833.3	ZFP3 zinc finger protein 	29	1	1	0	0	0	0	0	0	0	hsa-miR-155-5p	-0.03	-0.03	< 0.1	2011
KSR1	ENST00000398988.3	kinase suppressor of ras 1 	256	1	1	0	0	0	0	0	0	1	hsa-miR-155-5p	-0.03	-0.03	< 0.1	2009, 2011
SIM2	ENST00000290399.6	single-minded homolog 2 (Drosophila) 	108	1	0	0	1	0	0	0	0	0	hsa-miR-155-5p	-0.03	-0.10	0.35	2005, 2007, 2011
CLDN1	ENST00000295522.3	claudin 1 	153	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	-0.03	-0.19	0.23	2009, 2011
GOLGA3	ENST00000204726.3	golgin A3 	944	1	1	0	0	0	0	0	0	1	hsa-miR-155-5p	-0.03	-0.03	0.16	2009, 2011
FAM104A	ENST00000581110.1	family with sequence similarity 104, member A 	2724	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	-0.03	-0.11	0.23	2011
SMAD2	ENST00000262160.6	SMAD family member 2 	1196	1	1	0	0	1	0	0	1	2	hsa-miR-155-5p	-0.03	-0.41	0.83	2007, 2009, 2011
ABHD2	ENST00000352732.5	abhydrolase domain containing 2 	210	1	0	1	0	1	0	0	1	1	hsa-miR-155-5p	-0.03	-0.03	0.25	2009
CACNA2D1	ENST00000356860.3	calcium channel, voltage-dependent, alpha 2/delta subunit 1 	418	1	0	1	0	1	0	0	1	0	hsa-miR-155-5p	-0.03	-0.03	0.25	
OTUB2	ENST00000203664.5	OTU domain, ubiquitin aldehyde binding 2 	110	1	1	0	0	0	0	0	0	0	hsa-miR-155-5p	-0.03	-0.39	0.29	2011
REPS2	ENST00000357277.3	RALBP1 associated Eps domain containing 2 	36	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	-0.02	-0.16	0.23	2007, 2009, 2011
ACVR2B	ENST00000352511.4	activin A receptor, type IIB 	21	1	1	0	0	1	0	1	0	0	hsa-miR-155-5p	-0.02	-0.05	< 0.1	2009, 2011
HECW2	ENST00000260983.3	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 	28	1	1	0	0	0	0	0	0	1	hsa-miR-155-5p	-0.02	-0.05	< 0.1	
NSA2	ENST00000296802.5	NSA2 ribosome biogenesis homolog (S. cerevisiae) 	594	1	1	0	0	0	0	0	0	0	hsa-miR-155-5p	-0.02	-0.32	< 0.1	
GATAD2B	ENST00000368655.4	GATA zinc finger domain containing 2B 	48	1	0	1	0	1	0	1	0	0	hsa-miR-155-5p	-0.02	-0.04	0.23	2011
MYLK4	ENST00000268446.5	myosin light chain kinase family, member 4 	5	1	0	0	1	0	0	0	0	1	hsa-miR-155-5p	-0.02	-0.02	0.44	
FLT1	ENST00000282397.4	fms-related tyrosine kinase 1 	7	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	-0.02	-0.02	0.23	
SMARCAD1	ENST00000354268.4	SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1 	371	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	-0.02	-0.02	0.23	2009, 2011
EBF3	ENST00000368648.3	early B-cell factor 3 	101	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	-0.02	-0.02	0.23	
PLCE1	ENST00000371380.3	phospholipase C, epsilon 1 	7	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	-0.02	-0.02	0.23	
RNF149	ENST00000295317.3	ring finger protein 149 	318	1	1	0	0	0	0	0	0	0	hsa-miR-155-5p	-0.02	-0.27	0.28	2009, 2011
RPTOR	ENST00000306801.3	regulatory associated protein of MTOR, complex 1 	190	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	-0.02	-0.02	0.23	2011
CSRNP2	ENST00000228515.1	cysteine-serine-rich nuclear protein 2 	104	2	2	0	0	0	0	0	0	0	hsa-miR-155-5p	-0.02	-0.27	0.22	2009, 2011
NFAT5	ENST00000354436.2	nuclear factor of activated T-cells 5, tonicity-responsive 	128	1	0	1	0	0	0	0	0	1	hsa-miR-155-5p	-0.02	-0.03	0.23	2005, 2007, 2009, 2011
MSH6	ENST00000234420.5	mutS homolog 6 	94	1	1	0	0	1	0	1	0	0	hsa-miR-155-5p	-0.02	-0.23	0.60	
TIA1	ENST00000433529.2	TIA1 cytotoxic granule-associated RNA binding protein 	1370	1	1	0	0	0	0	0	0	0	hsa-miR-155-5p	-0.02	-0.03	< 0.1	2011
WDR41	ENST00000296679.4	WD repeat domain 41 	313	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	-0.02	-0.18	0.23	
ISCA2	ENST00000554924.1	iron-sulfur cluster assembly 2 	135	1	0	1	0	2	0	1	1	0	hsa-miR-155-5p	-0.02	-0.52	0.23	
AHCYL2	ENST00000325006.3	adenosylhomocysteinase-like 2 	51	1	0	0	1	0	0	0	0	0	hsa-miR-155-5p	-0.01	-0.07	0.38	2005, 2007
SOS1	ENST00000426016.1	son of sevenless homolog 1 (Drosophila) 	189	1	0	0	1	1	0	0	1	1	hsa-miR-155-5p	-0.01	-0.11	0.37	2011
CASD1	ENST00000297273.4	CAS1 domain containing 1 	270	1	1	0	0	1	0	1	0	1	hsa-miR-155-5p	-0.01	-0.12	0.36	
HECW1	ENST00000395891.2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 	11	1	1	0	0	0	0	0	0	0	hsa-miR-155-5p	-0.01	-0.03	0.19	
KIF6	ENST00000287152.7	kinesin family member 6 	12	1	1	0	0	0	0	0	0	0	hsa-miR-155-5p	-0.01	-0.03	< 0.1	
EHD1	ENST00000320631.3	EH-domain containing 1 	335	1	0	0	1	0	0	0	0	1	hsa-miR-155-5p	-0.01	-0.12	0.68	2005, 2007, 2009, 2011
DUSP7	ENST00000495880.1	dual specificity phosphatase 7 	68	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	-0.01	-0.02	0.23	2011
SESN3	ENST00000536441.1	sestrin 3 	260	1	0	0	1	0	0	0	0	1	hsa-miR-155-5p	-0.01	-0.15	0.46	
G3BP1	ENST00000394123.3	GTPase activating protein (SH3 domain) binding protein 1 	688	1	1	0	0	1	0	0	1	1	hsa-miR-155-5p	-0.01	-0.09	0.70	
NFIX	ENST00000360105.4	nuclear factor I/X (CCAAT-binding transcription factor) 	24	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	-0.01	-0.06	0.23	2007
PURB	ENST00000395699.2	purine-rich element binding protein B 	497	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	-0.01	-0.02	0.23	2011
AGO3	ENST00000373191.4	argonaute RISC catalytic component 3 	198	1	0	0	1	2	0	1	1	1	hsa-miR-155-5p	-0.01	-0.04	0.66	
EEFSEC	ENST00000483457.1	eukaryotic elongation factor, selenocysteine-tRNA-specific 	625	1	0	0	1	0	0	0	0	1	hsa-miR-155-5p	-0.01	-0.18	0.67	
EPAS1	ENST00000263734.3	endothelial PAS domain protein 1 	3689	1	0	0	1	0	0	0	0	1	hsa-miR-155-5p	-0.01	-0.01	0.48	2009, 2011
FOXK1	ENST00000328914.4	forkhead box K1 	368	1	0	0	1	0	0	0	0	0	hsa-miR-155-5p	-0.01	-0.01	0.61	2007, 2009, 2011
FZD5	ENST00000295417.3	frizzled family receptor 5 	122	1	0	0	1	1	0	1	0	0	hsa-miR-155-5p	-0.01	-0.16	0.48	2007, 2009, 2011
BAIAP2L1	ENST00000005260.8	BAI1-associated protein 2-like 1 	1118	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	-0.01	-0.19	0.23	2011
PCSK9	ENST00000302118.5	proprotein convertase subtilisin/kexin type 9 	2345	1	1	0	0	1	0	1	0	1	hsa-miR-155-5p	-0.01	-0.40	< 0.1	
NFYA	ENST00000341376.6	nuclear transcription factor Y, alpha 	177	1	1	0	0	0	0	0	0	0	hsa-miR-155-5p	-0.01	-0.19	0.25	
PDS5A	ENST00000303538.8	PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae) 	1518	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	-0.01	-0.14	0.23	2011
PDE9A	ENST00000335512.4	phosphodiesterase 9A 	1551	1	1	0	0	0	0	0	0	0	hsa-miR-155-5p	-0.01	-0.35	< 0.1	
VPS53	ENST00000437048.2	vacuolar protein sorting 53 homolog (S. cerevisiae) 	1332	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	-0.01	-0.06	0.23	2011
EIF5B	ENST00000289371.6	eukaryotic translation initiation factor 5B 	188	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	-0.01	-0.10	0.23	
PLEKHG3	ENST00000247226.7	pleckstrin homology domain containing, family G (with RhoGef domain) member 3 	97	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	-0.01	-0.10	0.23	
USP9X	ENST00000324545.8	ubiquitin specific peptidase 9, X-linked 	2433	1	1	0	0	0	0	0	0	1	hsa-miR-155-5p	-0.01	-0.43	< 0.1	2007, 2011
FOXP1	ENST00000318789.4	forkhead box P1 	264	1	1	0	0	1	0	0	1	0	hsa-miR-155-5p	0	-0.12	0.13	
PPIL2	ENST00000406385.1	peptidylprolyl isomerase (cyclophilin)-like 2 	1911	1	1	0	0	0	0	0	0	0	hsa-miR-155-5p	0	-0.27	< 0.1	
TMEM136	ENST00000529187.1	transmembrane protein 136 	344	1	0	0	1	0	0	0	0	0	hsa-miR-155-5p	0	-0.09	0.50	2011
GRSF1	ENST00000254799.6	G-rich RNA sequence binding factor 1 	4414	1	1	0	0	0	0	0	0	1	hsa-miR-155-5p	0	-0.18	< 0.1	2011
SPTY2D1	ENST00000336349.5	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae) 	241	1	0	0	1	0	0	0	0	0	hsa-miR-155-5p	0	-0.10	0.62	2009, 2011
FAM204A	ENST00000369183.4	family with sequence similarity 204, member A 	296	1	0	0	1	0	0	0	0	0	hsa-miR-155-5p	0	-0.04	0.57	
SRCAP	ENST00000262518.4	Snf2-related CREBBP activator protein 	643	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	0	-0.02	0.23	
TNIK	ENST00000436636.2	TRAF2 and NCK interacting kinase 	106	1	1	0	0	0	0	0	0	0	hsa-miR-155-5p	0	-0.03	< 0.1	
CLCC1	ENST00000356970.2	chloride channel CLIC-like 1 	849	1	0	1	0	0	0	0	0	1	hsa-miR-155-5p	0	-0.11	< 0.1	
FTO	ENST00000471389.1	fat mass and obesity associated 	240	2	1	1	0	0	0	0	0	1	hsa-miR-155-5p	0	-0.05	0.84	
C15orf61	ENST00000342683.4	chromosome 15 open reading frame 61 	4011	1	1	0	0	0	0	0	0	0	hsa-miR-155-5p	0	-0.16	0.76	
LZIC	ENST00000377223.1	leucine zipper and CTNNBIP1 domain containing 	508	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	0	-0.12	0.23	
LETMD1	ENST00000380123.2	LETM1 domain containing 1 	1619	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	0	-0.17	0.23	
GPR137B	ENST00000366592.3	G protein-coupled receptor 137B 	389	1	1	0	0	1	0	0	1	1	hsa-miR-155-5p	0	-0.12	< 0.1	
SLC35E2	ENST00000246421.4	solute carrier family 35, member E2 	5	1	1	0	0	0	0	0	0	0	hsa-miR-155-5p	0	-0.13	0.16	2011
SMS	ENST00000404933.2	spermine synthase 	14	1	1	0	0	1	0	1	0	0	hsa-miR-155-5p	0	-0.30	< 0.1	
GRIN2A	ENST00000562109.1	glutamate receptor, ionotropic, N-methyl D-aspartate 2A 	5	1	1	0	0	2	0	2	0	3	hsa-miR-155-5p	0	-0.07	0.30	
CDC42EP1	ENST00000249014.4	CDC42 effector protein (Rho GTPase binding) 1 	4709	1	1	0	0	0	0	0	0	0	hsa-miR-155-5p	0	-0.09	< 0.1	
LRRC40	ENST00000370952.3	leucine rich repeat containing 40 	88	2	0	1	1	2	0	1	1	3	hsa-miR-155-5p	0	-0.38	0.79	
SLC2A12	ENST00000275230.5	solute carrier family 2 (facilitated glucose transporter), member 12 	136	1	1	0	0	0	0	0	0	0	hsa-miR-155-5p	0	-0.24	0.44	2009, 2011
PAM	ENST00000438793.3	peptidylglycine alpha-amidating monooxygenase 	17149	1	0	1	0	0	0	0	0	1	hsa-miR-155-5p	0	-0.02	0.23	2011
ABCB11	ENST00000263817.6	ATP-binding cassette, sub-family B (MDR/TAP), member 11 	5	1	0	1	0	0	0	0	0	0	hsa-miR-155-5p	0	-0.02	0.23	
